Unnamed: 0,title,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played
13,The Elder Scrolls V Skyrim,5540733,english,Best RPG ever!,1321677856,1321677856,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,205,6,5877,0,4745,1481925503
14,The Elder Scrolls V Skyrim,387088,english,Hours and hours of storyline to dive into.  Skyrim offers a very in depth world that will give you hundreds of hours of fun!,1321677336,1321677336,TRUE,1,0,0.523809552,0,TRUE,FALSE,FALSE,7.66E+16,112,3,16896,0,8201,1543179436
15,The Elder Scrolls V Skyrim,3277800,english,fucken fantastic,1321674845,1321674845,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,207,8,3743,0,2790,1499934637
16,The Elder Scrolls V Skyrim,740261,english,"Awesome game! Better than it's predecessor ""Oblivion"". Leveling system is different and surprisingly you can do anything with your character(unlike the Major and Minor skills in Oblivion). Story is great so far, and it keeps me playing every chance I get. All in all, just simply the best ES game!",1321670438,1321670438,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,191,8,52521,0,51869,1437716616
17,The Elder Scrolls V Skyrim,3513461,english,Turned into my favorite all time RPG,1321666599,1321666599,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,127,6,19399,0,14661,1554155670
18,The Elder Scrolls V Skyrim,2134033,english,This is the best game of the year...,1321666140,1321666140,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,8860,55,7671,0,6891,1595362964
19,The Elder Scrolls V Skyrim,1178691,english,"Skyrim came, saw, and kongurd !",1321660624,1321660624,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,112,3,25005,0,22667,1432749768
20,The Elder Scrolls V Skyrim,5247747,english,Best game ever!,1321660558,1321660558,TRUE,0,0,0,1,TRUE,FALSE,FALSE,7.66E+16,268,9,7933,0,4698,1558774282
21,The Elder Scrolls V Skyrim,3678437,english,"ИГРА ГОДА БЛЕАТь
",1321660039,1321660039,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,256,10,5818,0,3214,1430995504
22,The Elder Scrolls V Skyrim,3497381,english,Amazing.  One of the best games in the last 5 years.,1321656739,1321656739,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,190,4,3991,0,3956,1374710794
23,The Elder Scrolls V Skyrim,462277,english,BEST GAME EVAR,1321652731,1321652731,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,240,1,10483,0,8574,1578746507
24,The Elder Scrolls V Skyrim,5154274,english,ITs AWESOME!!!!!!!!!!!!!!!,1321648622,1321648622,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,468,3,13689,0,12784,1590394229
25,The Elder Scrolls V Skyrim,735024,english,"The question is not whether you SHOULD buy this game, but rather, why the heck shouldn't you!? 

I've spent more time just walking around, enjoying the environment of Skyrim than I have in any other game to date. The short of it? Skyrim is totaly breathtaking. 
It's one of those game that proves that environmental design and placement is alot more important than flashy textures, effects and sun rays! 
If your not fighting the undead (or raising them to fight for you) then your catching butterflys as they land on wild flowers.
If your not stealing everything from the citizens of a riverside village, then your climbing precariously to the peak of a mountain only to find a dragon awaiting you! 
This game no doubt has its bad points but I have yet to find them and any small glitches and inperfections are lost in amongst the most gripping rpg that you will ever likely play.

Get this! Play this! LOVE THIS!!",1321646547,1321646547,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,321,6,11808,0,9670,1534560638
26,The Elder Scrolls V Skyrim,154207,english,Fallout: Medieval times came out pretty damn good,1321645722,1321645722,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,342,12,18395,0,16428,1547013852
27,The Elder Scrolls V Skyrim,1583527,english,da best,1321640596,1321640596,TRUE,0,0,0,1,TRUE,FALSE,FALSE,7.66E+16,80,9,17280,0,13389,1581598438
28,The Elder Scrolls V Skyrim,4922469,english,"Graphics, game play, and replay ability, this game has it all.",1321639772,1321639772,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,89,8,13689,0,13689,1356422400
29,The Elder Scrolls V Skyrim,1905463,english,Aww Hell yeah,1321632252,1321632252,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,233,9,6191,0,5594,1464235090
30,The Elder Scrolls V Skyrim,1829979,english,Best game EVAR! :D,1321632178,1321632178,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,289,8,33715,0,6943,1592568212
31,The Elder Scrolls V Skyrim,2309846,english,"I never...ever enjoyed Elder Scrolls, I have played the first game to this game and I could never get into or hooked on them but by far I am hooked on SKYRIM!, and the epic youtube rap that goes with it! This game has everything an RPG player looks for. Intense battles where quick decisions always need to be made and of course...DRAGONS! Nothing like slaying a giant dragon and then sucking up its soul. But along with dragons there are tons of beasts and other humans / creatures you run into in this game and just so your not always alone in towns all over SKYRIM there are plenty of people willing to assist you whether it be by payment or simply delivering a letter. I Recommend this game to anyone who is looking for a good hack and slash, spell blasting, bow shooting good ol' time. 10/10 in my book!",1321627434,1321627434,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,478,3,6191,0,5769,1550198146
32,The Elder Scrolls V Skyrim,1596446,english,"Before I start, I have never liked singleplayer RPG style games

Simply the greatest singleplayer open world F/3rd Person RPG I have played since The Legend of Zelda: Ocarina of time on the old N64!! (This isn't a turn based rpg)

Massive world, you can go anywhere; I am yet to find a location where I can't get to within the worlds boundaries.
Avewsome graphics, sounds, quests - there are a-LOT of them, overall its fantastic.
The best bit is, the storyline is variable based on who you work with and the manner in which you perform expected tasks in the game. The story still goes from A to B, but everything inbetween makes it more like 000AAA to 999ZZZ.
Roles intermingle allowing you to explore different races and specialisations to suit whatever gamestyle you like, whether it be a mage, an assasin, an archer, or a melee figher.

If you have been looking for a good adventure game, this is totally worth its price.
Also you dont need to know the prior games, plenty of backstory to go.",1321619254,1321619254,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,150,9,6692,0,3939,1396937203
33,The Elder Scrolls V Skyrim,112960,english,Nice :),1321613741,1321613741,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,197,6,85099,0,47740,1482458696
34,The Elder Scrolls V Skyrim,3125458,english,"Best RPG game in the world, If you like RPG games or even a bit of it I HIGHLY recommend you to buy it.",1321597135,1321597135,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,279,14,3965,0,3505,1439856139
35,The Elder Scrolls V Skyrim,2005259,english,"Obviously the game itself is better than its predecessors, but what impresses me most is how it looks so much better than Oblivion while still running more smoothly.  Definitely a keeper.",1321596336,1321596336,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,232,24,13704,0,13704,1356768000
36,The Elder Scrolls V Skyrim,1629161,english,"All the great things about oblivion and morrowind, but few of their annoyances. If you liked Oblivion or fallout3 you will love Skyrim/",1321594998,1321594998,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,451,6,16699,0,10176,1407732584
37,The Elder Scrolls V Skyrim,270680,english,BUY THIS GAME NOWWWWWWWWWWWWW,1321594943,1321594943,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,335,42,11360,0,3983,1589888521
38,The Elder Scrolls V Skyrim,527515,english,Extremely Awesome,1321594881,1321594881,TRUE,0,0,0,1,TRUE,FALSE,FALSE,7.66E+16,63,3,9286,0,5357,1470608097
39,The Elder Scrolls V Skyrim,1230787,english,If you don't like Skyrim then fuck you.,1321593212,1321593212,TRUE,3,1,0.473643064,2,TRUE,FALSE,FALSE,7.66E+16,613,1,10827,0,10697,1478480941
40,The Elder Scrolls V Skyrim,2027834,english,"A week later, I've forgotten what outside looks like. I'm currently writing my will as when I run out of snacks within arms reach I'll surely perish. This game's too good to put down.",1321586515,1321586515,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,342,18,4947,0,4947,1329638400
41,The Elder Scrolls V Skyrim,1919681,english,SKYRIMMMMMMM,1321584241,1321584241,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,295,2,6453,0,6283,1517896415
42,The Elder Scrolls V Skyrim,906019,english,If you don't have this game wtf is wrong with you? are you sick? perhaps you need a potion.... bring me 5 ice raven talons and I shall craft ye one.,1321582245,1321582245,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,415,3,22636,0,14458,1530319951
43,The Elder Scrolls V Skyrim,1717687,english,"Huge, looks awesome, feels awesome to play so far. Looks like an amazing game and definitely deserves to be game of the year. Only complaint is that the menus, and keys used to control the menus, are absolutely rubbish and have clearly suffered from the game being developed for a console.",1321579392,1321579392,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,1676,17,1208,0,1208,1331366400
44,The Elder Scrolls V Skyrim,163505,english,"Well I heard here from a mostly reliable source in the deep peruvian deserts of azkaban that there was a man who excited himself through daily readings of a ""Skyrim"" development blog. Little beknownst to the masked stranger was the adventurous wrecklessness exhibited by the lonely blogger. At last he reveled in knowning the almighty Skyrim by name, heart, and soul that he belovedly bestowed upon the masked stranger one simple phrase. BUY THIS GAME",1321578024,1321578024,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,215,6,2512,0,1235,1460436085
45,The Elder Scrolls V Skyrim,3278946,english,Really? Do I have to explain why this game is worth your money?,1321568571,1321568571,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,481,18,9344,0,3185,1573200794
46,The Elder Scrolls V Skyrim,1456972,english,"I remember being a bit on the fence on buying this, but after reading a couple of previews, watching some videos, I decided to pick it up. I launched the game, and several years later I emerged from my apartment.

This game is so incredibly immersive, if you let yourself be immersed. There's a huge open world, a million things to do, and always lingering feeling that there's always more to explore. 

If you like open worlds, role-play games (somewhat akin to Dragon Age: Origins), then I can only heartily recommend this game for you. Just be sure to inform your family members so that they know you're safe.",1321568146,1321568146,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,677,4,12048,0,5786,1453237966
47,The Elder Scrolls V Skyrim,2736631,english,pwnz,1321567775,1321567775,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,134,7,5444,0,3165,1476265596
48,The Elder Scrolls V Skyrim,891615,english,It's truely the best!,1321566411,1321566411,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,306,13,10935,0,9723,1525817480
49,The Elder Scrolls V Skyrim,29320,english,"The only game that makes you feel like you achieved nothing even though you have 50 hours of gameplay, so much content its ridicules!",1321562153,1321562153,TRUE,3,0,0.549356222,0,TRUE,FALSE,FALSE,7.66E+16,787,28,6718,0,6554,1438328485
50,The Elder Scrolls V Skyrim,1986637,english,"when my few remaining loved ones gather at my funeral weeks from now they will look back, tears in their eyes and say ""this is where he went wrong""",1321553539,1321553539,TRUE,0,0,0,1,TRUE,FALSE,FALSE,7.66E+16,205,6,12790,0,8867,1536430871
51,The Elder Scrolls V Skyrim,2614383,english,Definetly a good game though the interface sucks.,1321552919,1321552919,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,454,6,39102,0,20354,1590533977
52,The Elder Scrolls V Skyrim,701660,english,"Completely garbage UI. Insanely boring main quest. And how can anyone make a post Red Dead Redemption game where the horses control like tanks? The animations are still scarily inhuman, and your companions are as erratic as a squirrel on crack, and about as useful.

Weird. I thought this was going to be a perfect Elder Scrolls Game, but while they've taken a bunch of steps forward... Morrowind still had more ambition and depth, and was much larger in scale, and scope. A step backward if you ask me. 

Oh well. Time for mods.",1321552556,1321552556,TRUE,1,0,0.523809552,1,TRUE,FALSE,FALSE,7.66E+16,634,33,24054,0,17267,1438901837
53,The Elder Scrolls V Skyrim,1907059,english,"The best occidental RPG so far, incredibly gorgeous and rich.",1321549578,1321549578,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,3984,128,3196,0,3195,1379868059
54,The Elder Scrolls V Skyrim,815132,english,Get this game if you love having absolutely no life!,1321548358,1321548358,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,133,18,7636,0,7511,1468918732
55,The Elder Scrolls V Skyrim,168996,english,Awesomesauce!!,1321546739,1321546739,TRUE,0,0,0.49751243,0,TRUE,FALSE,FALSE,7.66E+16,37,1,7149,0,5835,1583682768
56,The Elder Scrolls V Skyrim,401934,english,"Completely lives up to the hype, and beyond.  A gorgeous love child of Fallout 3 and Oblivion, the world is massive, believable, and intricately detailed.  Even at $60, it's worth every cent.  This game pulls you in and spits you out a week later, leaving you wondering where the time went.  And then you remember: you spent it in Skyrim.  Also: horses.",1321543526,1321543526,TRUE,0,0,0,1,TRUE,FALSE,FALSE,7.66E+16,1046,52,4300,0,4041,1489623184
57,The Elder Scrolls V Skyrim,5150080,english,DRAGONBORN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!sweet,1321542401,1321542401,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,67,1,9188,0,9078,1374616954
58,The Elder Scrolls V Skyrim,779687,english,"Got this Sunday afternoon, and every moment I've been at home I've been playing it. Its ruined all my plans!",1321538670,1321538670,TRUE,2,0,0.545454562,0,TRUE,FALSE,FALSE,7.66E+16,809,16,11064,0,10793,1404834371
59,The Elder Scrolls V Skyrim,592286,english,The only reason I have not recommended this yet is because I have been playing it non-stop since release. It is amazing.,1321535292,1321535292,TRUE,1,0,0.525862038,0,TRUE,FALSE,FALSE,7.66E+16,613,46,38895,0,24449,1541668155
60,The Elder Scrolls V Skyrim,2638786,english,"Skyrim - The words echo in my brain as I sleep, go to school or do anything BUT play Skyrim
This is the absolute best game I've played, I have played for about 70 hours in a weeks time (About) And I have just scratched a tiny bit of the surface. I promise that you will not run out of stuff to do, there is just so much to do.

This is the best RPG around, and you wont find anything better. Skyrim was a steal, and the best game I have ever played.",1321526743,1321526743,TRUE,0,0,0,2,TRUE,FALSE,FALSE,7.66E+16,86,6,22385,0,11264,1543344221
61,The Elder Scrolls V Skyrim,121829,english,"This is easily the best game I have played in a long, long time. BUY IT!",1321526460,1321526460,TRUE,1,0,0.523809552,0,TRUE,FALSE,FALSE,7.66E+16,100,9,6698,0,1253,1592203288
62,The Elder Scrolls V Skyrim,11157,english,OMFG!!!,1321524689,1321524689,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,411,19,3991,0,3633,1448942202
63,The Elder Scrolls V Skyrim,3068526,english,By far one of the best games ive played in a really long time. Great story and quests acctually get you involved and are fun to do. The game looks amazing in all aspects from what ive seen so far.,1321520374,1321520374,TRUE,1,0,0.523809552,0,TRUE,FALSE,FALSE,7.66E+16,50,3,5604,0,5471,1392230361
64,The Elder Scrolls V Skyrim,40734,english,"Buy this game, it's like if Oblivion was good instead of bad.",1321514931,1321514931,TRUE,1,0,0.523809552,0,TRUE,FALSE,FALSE,7.66E+16,299,6,4269,0,4222,1372570560
65,The Elder Scrolls V Skyrim,1886711,english,You will buy this if you consider yourself smart.,1321514689,1321514689,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,400,5,3894,0,2787,1551938341
66,The Elder Scrolls V Skyrim,3711578,english,"Best release buy Bethesda...ever! Orders of magnatude better than Oblivion, almost matches Morrowind for sotry and atmosphere, and the visuals a just astounding. The game isn't perfect, but Skyrim is certainly close.",1321504002,1321504002,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,82,4,101660,0,40378,1528204685
67,The Elder Scrolls V Skyrim,666131,english,Literally one of the best games of all time (if you enjoy the sandbox RPG games).,1321503244,1321503244,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,296,21,17684,0,12254,1430359357
68,The Elder Scrolls V Skyrim,431176,english,One word to say. BUY!!!!,1321499385,1321499385,TRUE,0,0,0,1,TRUE,FALSE,FALSE,7.66E+16,1253,14,21162,0,17534,1550426570
69,The Elder Scrolls V Skyrim,429729,english,"If you liked Oblivion, then you will LOVE this game. If you loved Morrowind then you will definatly like this game. All in all better then Oblivion and almost better then Morrowind. Yes there are bugs but I am sure they will be patched and addresed by the modding comunity which is defiantly alive and well from Oblivion. If fantasy rpgs are your thing, you NEED this game.",1321497155,1321497155,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,582,15,42221,0,26880,1562034641
70,The Elder Scrolls V Skyrim,1922608,english,Get this game! Get it NOW!  Easily the best game of this year. Stopped playing BF3 to play this.,1321496953,1321496953,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,201,5,20321,0,16707,1557824831
71,The Elder Scrolls V Skyrim,4725557,english,It's Skyrim,1321494962,1321494962,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,293,11,29066,0,13985,1478471475
72,The Elder Scrolls V Skyrim,403630,english,"Skyrim. SKYRIM.
How much do I love thee? Let me count the ways...
Spanking dragons.
Alchemy.
Blacksmithing.
Enchanting.
Sneaking.
Sniping with bows.
Dual casting.
Spooky caves and dungeons.
Gorgeous weather and water effects.
An auto-levelling system that isn't utterly broken.
Lydia. 
Oh, Lydia!
Be still, my heart!",1321492280,1321492280,TRUE,1,0,0.523809552,0,TRUE,FALSE,FALSE,7.66E+16,294,20,27177,0,25103,1508777497
73,The Elder Scrolls V Skyrim,63429,english,Buy it now!,1321485535,1321485535,TRUE,1,1,0.523809552,0,TRUE,FALSE,FALSE,7.66E+16,685,22,6432,0,6129,1464590727
74,The Elder Scrolls V Skyrim,3183543,english,"By far the best game in the series. The game itself is just jaw-droppingly gorgeous and the ammount of content is staggering. As far as gameplay goes, I havent been able to pull myself away from it except to write a research paper, and havent even logged into eve in a while, which is increadibly unusual. 

",1321484024,1321484024,TRUE,0,0,0,4,TRUE,FALSE,FALSE,7.66E+16,288,2,43195,0,24946,1597760018
75,The Elder Scrolls V Skyrim,2458764,english,"Skyrim > Life

Jus sayin",1321478123,1321478123,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,150,5,16457,0,7019,1423765398
76,The Elder Scrolls V Skyrim,5075823,english,Great Game Recommend Getting It!! :D,1321476006,1321476006,TRUE,0,1,0,1,TRUE,FALSE,FALSE,7.66E+16,873,2,45154,0,15780,1589555031
77,The Elder Scrolls V Skyrim,129974,english,"Highly recommanded for any TES fan. However, do get it on DVD! The DVD verion includes a high-quality map that is very, very nice to have. I do dislike how the game was ""dumbed down"" and in parts feels like a ""made for console"" game (wierd key bindings and menu's for a pc game). Still for any RPG manic, this will quench your thirst till the next installment / content!",1321474984,1321474984,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,373,22,10207,0,9535,1475749425
78,The Elder Scrolls V Skyrim,1477860,english,"Quite simply a beautiful game, which fills all your RPG needs.",1321474902,1321474902,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,111,3,15106,0,9543,1539532667
79,The Elder Scrolls V Skyrim,273655,english,"It's a good game, but there should be an option to suck a dragon's cock.",1321472409,1321472409,TRUE,0,0,0,2,TRUE,FALSE,FALSE,7.66E+16,113,6,6042,0,5052,1592153483
80,The Elder Scrolls V Skyrim,1379163,english,A masterpiece.,1321471850,1321471850,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,117,7,9140,0,6092,1548890045
81,The Elder Scrolls V Skyrim,1988993,english,Dis game is supa fly.,1321467012,1321467012,TRUE,0,0,0,1,TRUE,FALSE,FALSE,7.66E+16,247,4,5058,0,5058,1327996800
82,The Elder Scrolls V Skyrim,2158061,english,"Awsome game, very addicting!",1321463753,1321463753,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,1198,24,31254,0,15996,1393667616
83,The Elder Scrolls V Skyrim,1818335,english,"Dude, just go get this game. It might not have the best story ever, it might not have the best combat, and it might not have the best graphics, but it's one of the best RPGs ever created. You can do pretty much whatever you want. You can steal things, be a pickpocket, craft things, hunt dragons, join a rebellion, be a murderer, be a champion, be a bad guy, be a good guy, or just wander around. No matter what you want to do, or where you want to go, Skyrim will put something there for you to enjoy. The amound if content here is overwhelming.",1321462485,1321462485,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,671,25,16594,0,9789,1571862216
84,The Elder Scrolls V Skyrim,316769,english,"hammer spiel, große freiheit zu erkunden ^^

allerdings:

überlegt im vornhinein was für einen charakter ihr spielen wollt! nen misch masch aus allem is nicht zu empfehlen :)",1321461503,1321461503,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,283,9,1356,0,1186,1504985589
85,The Elder Scrolls V Skyrim,1755109,english,"Jizztastic
",1321457520,1321457520,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,337,15,20790,0,11952,1571623662
86,The Elder Scrolls V Skyrim,1428911,english,Awesome. Just... awesome.,1321457394,1321457394,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,107,11,34370,0,17568,1545428057
87,The Elder Scrolls V Skyrim,5593267,english,"Love this game, best of the series to date.",1321455457,1321455457,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,176,18,9817,0,2076,1451589193
88,The Elder Scrolls V Skyrim,252500,english,Best game released to date,1321451492,1321451492,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,179,5,123999,0,50244,1555729844
89,The Elder Scrolls V Skyrim,755148,english,"Simply the greatest game ever made. Days of solid gameplay and real consequenses to your actions. There is nothing more epic than knowing a dragon is close by and you must prepare to fight.

Just don't play it on 'easy' settings.. It's a waste of a very challenging adventure.",1321447551,1321447551,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,410,9,30375,0,13795,1426718318
90,The Elder Scrolls V Skyrim,711136,english,"Incredible game; beautiful, epic in scope.  It's the one PC RPG that redefines standards above others in the genre.  And, the music is cinematic in its presentation and one of the best soundtracks I've heard in a game so far.",1321428236,1321428236,TRUE,1,0,0.506172836,0,TRUE,FALSE,FALSE,7.66E+16,279,3,5520,0,5460,1388036957
91,The Elder Scrolls V Skyrim,1844653,english,what should I say...its awesome,1321419556,1321419556,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,503,4,10688,0,6072,1595298943
92,The Elder Scrolls V Skyrim,3543976,english,"this is the best game 10 / 10  ,,,nothing can beat skyrim",1321418657,1321418657,TRUE,0,0,0,1,TRUE,FALSE,FALSE,7.66E+16,78,65,287332,0,123457,1482083624
93,The Elder Scrolls V Skyrim,2844029,english,Pretty BA Shit,1321417434,1321417434,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,218,2,12062,0,9574,1554777525
94,The Elder Scrolls V Skyrim,657234,english,"A large, beautiful world and enough to keep you busy for many, many months. Takes the best of Oblivion and Fallout and turns it into an amazing experience.",1321417379,1321417379,TRUE,0,0,0,0,TRUE,FALSE,FALSE,7.66E+16,269,16,17596,0,13323,1466373840
95,The Elder Scrolls V Skyrim,2316950,english,One of the best RPGs of the year. Methinks this is the major contender to take down MW3 for game of the year.,1321408131,1321408131,TRUE,0,0,0,1,TRUE,FALSE,FALSE,7.66E+16,191,4,4474,0,3566,1391744103
