url,types,name,desc_snippet,recent_reviews,all_reviews,release_date,developer,publisher,popular_tags,game_details,languages,achievements,genre,game_description,mature_content,minimum_requirements,recommended_requirements,original_price,discount_price
https://store.steampowered.com/app/695570/PyroMind/,app,PyroMind,Perhaps the most explosive and unforgiving little action puzzler you will ever play.,,,"Jun 19, 2019",Dbabicius,"Dbabicius,Dbabicius","Strategy,Action,Indie,Casual,Puzzle","Single-player,Multi-player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards,Steam is learning about this game 
									",English,,"Action,Casual,Indie,Strategy"," About This Game Simultaneously turn-based and real-time, PyroMind is a delightfully unforgiving action puzzler about defusing bombs and escaping chain reactions. Play alone, blow up your friend or challenge a bot in a unique dimension, where everything explodes and one small mistake can blast you to smithereens. Key features  Mercilessly explosive gameplay that combines turned-based puzzle solving with frantic real time elements.  3 distinct single player modes . Each comes with its own single player campaign or ranking system. 2 Player Combat Arena . Duel a friend, make them explode or fry them with laser!  Bots! Are your friends away? Here are 4 difficulties of bots to choose from.  5 different types of bombs , from staple Pobombs to mysterious Fruntello the eldritch bomb.  Over 15 different characters to choose from, all with different perks and bonuses.  Stuff to unlock ! Multiplayer arenas, characters, game modes, bot difficulties, bombs and even new mechanics.  Bonus: PyroBlink ! There is an unlockable mini-game hidden on the main menu. Can you find it? ",,"Minimum:,OS:,Windows XP, Vista, 7, 8 or 10,Processor:,1.2Ghz,Memory:,512 MB RAM,Graphics:,128MB,Storage:,20 MB available space,Minimum:,OS:,Mac OS X,Processor:,1.2Ghz,Memory:,512 MB RAM,Storage:,20 MB available space","Recommended:,OS:,Windows XP, Vista, 7, 8 or 10,Processor:,1.2 GHz+,Memory:,512 MB RAM,Graphics:,256MB,Storage:,20 MB available space,Recommended:,OS:,Mac OS X,Processor:,1.2 GHz+,Memory:,512 MB RAM",,
https://store.steampowered.com/app/694770/Vestaria_Saga/,app,Vestaria Saga,"A prince in flight, charged with defending the last of the royal family, determined to secure a future for his kingdom, unaware he would be fighting for stakes greater still.",,,2019,Vestaria Project,"DANGEN Entertainment,DANGEN Entertainment","RPG,Strategy,Simulation,Strategy RPG","Single-player,Partial Controller Support,Steam is learning about this game 
									",English,,"RPG,Simulation,Strategy"," About This Game  Story Vestaria Saga tells the story of international conflict between a powerful empire, and a small coastal kingdom. When an imperial ship is set ablaze near the port of Meleda, it sparks a cascade of events that thrusts young warrior Zadrian into a war for the soul and future of his kingdom. On the run from a vicious imperial force and short on allies, Zade and his small band of knights must make difficult decisions to ensure that Meleda's princess, and the very future of its lineage, remain intact. However, not everything is as it seems, and forces in the dark corners of the continent conspire. The stage is set, and the pieces have begun to move. Gameplay Vestaria Saga is a classically styled Strategy RPG, where positioning, movement, and even weaponry, are paramount to success. Move your heavily armed units around a classic styled grid-based map and engage pirates, rebels, monsters, imperial soldiers, and anyone else that stands in your way. Features An enthralling campaign of espionage, international intrigue, and war written by veterans of the genre. Classically Styled Strategy RPG gameplay on a grid-based map. Two finely tuned difficulty modes to accommodate both strategy veterans and newcomers. A full English script translated from the original Japanese by the best in the business. Full support for both USB controllers and keyboard & mouse. ",,,,,
https://store.steampowered.com/app/694330/Underrail_Expedition/,app,Underrail: Expedition,,,,2019,Stygian Software,"Stygian Software,Stygian Software","RPG,Indie","Single-player,Downloadable Content,Steam Achievements,Steam is learning about this downloadable content 
									",English,,"Indie,RPG"," About This Content This DLC expands the base campaign with many new waterway maps that connect various harbors of the Underrail as well as adds huge new region called the Black Sea, a massive underground body of water. Take a break from the usual metro-crawling to take a boat to this infamous place. There, among the old and mysterious ruins of an age long past, you’ll face the vicious fauna, hostile natives, cunning pirates, and something far more sinister than all of those. Your voyage through vastness of the Black Sea will shed new light on the history of the world of Underrail and the forces that shaped it. Key features : A brand-new story line that becomes available during the mid-game, which you can play your own way as no decision or hostile action will lock you out of completing it Nearly 200 new areas to explore of various types – shores and islands of the Black Sea, mysterious underground facilities, pirate strongholds, and more Many new wild creatures and a couple of new crazy robots to combat 15 different jet skis, ranging from the puny ""junk jet"" up to the dreaded ""Devastator"", that you can use to get around the Black sea and outmaneuver or obliterate your naval foes; upgrade your ride by purchasing more powerful vehicle parts Three new distinct weapon types - shotguns, swords and spears allowing for a number of new play styles Many new items, some obtained through crafting and some found in the world New psionic skill, Temporal Manipulation, that focuses on delayed damage and utility Specialization points that are obtained on each level past level 15 that allow you to further improve your feats Leveling past level 25 and up to level 30 with a special pool of feats to choose from Over 30 new regular feats ",,,,,
https://store.steampowered.com/app/694110/Build_a_Bridge/,app,Build a Bridge!,Bridge building puzzle game that will test your wits and ingenuity across multiple levels in four varied locations! Complete mind-bending levels in realistic graphics!,,,"May 25, 2019",BoomBit,"BoomBit,BoomBit",Simulation,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam is learning about this game 
									","English,French,Italian,German,Spanish - Spain,Japanese,Korean,Polish,Portuguese,Simplified Chinese,Traditional Chinese,Turkish",,Simulation," About This Game  Test your engineering and improvisation skills in a puzzle game where the stakes are as high as they get. It is you who will construct bridges for cars, trucks, buses... And sometimes even monster trucks. Gather your wits and get on with the construction! During the planning phase the game presents itself with a simple, 2D interface. It is there that you select the best materials for your bridge and connect the dots to make the most resilient structure you can. You can approach each level as a complex puzzle, trying to be as efficient as possible and get the best solution. But don't be afraid to experiment too. You can just go crazy and construct something that looks outrageous but still somehow works. There's fun in both of these approaches. When you're done, switch to the 3D mode and watch a car drive through your bridge. Will it hold? Or will you watch a spectacular crash? In addition to the normal mode the game features the easy mode for more relaxed gameplay, focused on creativity and improvisation. You can also use in-game hint system if things get too hard. With 80 levels plus hidden and bonus bridges to construct you will not run out of things to do quickly. Features - Different materials to build from - Wood, Metal, Cables - 86 levels of increasingly difficult puzzles - Varied, detailed environments full of interactive elements - Multiple cars to test out your constructions - Realistic physics engine - Beautiful, stylized art style - Available in 15 languages ",,,,,
https://store.steampowered.com/app/693800/Loco_Parentis/,app,Loco Parentis,"Co-op horror game, where you have to help a little girl find her mother and figure out what is really happening in your house and who your neighbors really are.",,,2019. Wishlist Us,Fair Games Studio,"Fair Games Studio,Fair Games Studio","Indie,Adventure,Violent,Horror,VR,Dark,Psychological Horror,Mystery,Co-op,Action,Rogue-like,Online Co-Op,Gore","Single-player,Online Co-op,Steam Achievements,Steam is learning about this game 
									","English,Russian",,"Action,Adventure,Indie"," About This Game Just a usual day. You're heading out for a walk just like you do it every day. You're stepping out of your apartment when all of a sudden, you see a little girl who looks frightened. She asks to help her find her mother... From now on everything goes beyond normal. You are trapped in a nightmare that is taking place in this dwelling. But don't even try to escape - you have to help this girl. In this game, you will face paranormal creepy things that you need to defeat on your way to freedom. Meet terrifying tenants of your house... Are they friends or foes? Are you brave enough to find out the little girl's story and find her mother? Hardcore gameplay, challenging puzzles, ominous atmosphere and constant sense of foreboding are waiting for you. Solve all the mysteries, reveal all the stories playing as a single player, or with your friend in co-op. Our other projects: P R O T O C O L and Startup Valley Adventure - Episode 1 "," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,Requires a 64-bit processor and operating system,OS:,Win 7,Processor:,i5,Memory:,4 GB RAM,Storage:,2 GB available space","Recommended:,Requires a 64-bit processor and operating system",,
https://store.steampowered.com/app/690980/TO4_Tactical_Operations/,app,TO4: Tactical Operations,TO4: Tactical Operations is a round based fast-action first person shooter with classic controls. Built using the Unreal Engine 4 – Welcome to TO4!,,,Expected soon!,TacByte,"TacByte,TacByte","Early Access,Action,Indie,Free to Play,Early Access,Violent,Gore,FPS","Multi-player,Online Multi-Player,Steam is learning about this game 
									",English,,"Action,Free to Play,Indie,Early Access"," About This Game TO4: Tactical Operations brings back those nostalgic feelings you know from the early days of online shooters. We love that sheer easy-to-learn-hard-to-master attitude. The fun of playing with friends in a game where you need tactics, ammo clips, bravery and perhaps a bit of luck. Game Modes TO4: Tactical Operations brings the game modes that we all know. Team play on every map with bombing (and/or defusing) scenario’s, hostages rescue, the hacking of important assets and escaping with the whole team before the other team finds you. And most important, if you don’t succeed in one of those objectives, you always have the classic Team Deathmatch. Playing the game The game is a classic round based game. At the beginning of the (timed) round you can buy weapons, armour, and grenades with the money you have earned the round before. When you and your comrades are all geared up, you will find yourself in unique worlds where you will have an objective. Complete the objective, wipe out the entire other squad or let the round time run out. The choice is up to you. But it will reward you with stronger weapons, good map rankings and good long fights. Key elements The movement of TO4: Tactical Operations is something unique. The game is fast, an almost arcade-like feeling in a realistic world. carrying a knife, pistol or rifle, your movement speed will not differ. Jumping, crouching, swimming, climbing ladders, you are in control of the direction you take. Gunfights you ask? Well, we do have a lot of guns in the game, and each has a unique feeling to it. You will find yourself switching between your 3 weapon inventory slots to win that 1 v 1 battle with an opposing player. Firefights take longer, you will not die instantly from only one shot. But the better your aim, the faster your opponent will go down. Multiplayer TO4: Tactical Operations development is focused on multiplayer gameplay. We love to play versus real people and not unimaginative bots or learnable AI, we have made this easy with an In-game server browser to help you find a good place to have fun with friends and other players or to find the most challenging game for your level of gameplay"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,OS:,Windows 7,Processor:,Intel® Core™ i3-4340 @ 2 x 3.6GHz,Memory:,6 GB RAM,Graphics:,AMD RX 550 or Geforce GTX 660,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,8 GB available space","Recommended:,OS:,Windows 10,Processor:,Intel® Core™ i5-2500K @ 4 x 3.7GHz,Memory:,12 GB RAM,Graphics:,AMD RX 480 or Geforce GTX 1060,DirectX:,Version 12,Network:,Broadband Internet connection,Storage:,8 GB available space",,
https://store.steampowered.com/app/690640/Trine_4_The_Nightmare_Prince/,app,Trine 4: The Nightmare Prince,The best-selling Trine series returns to the magic of 2.5D! Join three iconic heroes as they set off on a quest through fantastical fairytale landscapes to save the world from the Nightmare Prince’s shadows.,,,Fall 2019,Frozenbyte,"Modus Games,Modus Games","Indie,Adventure,Action,Puzzle-Platformer,Fantasy,Puzzle,Local Co-Op","Single-player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Full controller support,Steam Cloud","English,French,Italian,German,Spanish - Spain,Simplified Chinese",,"Action,Adventure,Indie"," About This Game  Experience the most complete Trine ever created! The Trine series returns to the magic of 2.5D with Trine 4: The Nightmare Prince! The three heroes of the best-selling adventure series are back, sent on a quest to retrieve the troubled young Prince Selius. Amadeus the Wizard, Pontius the Knight, and Zoya the Thief are joined together once again on a thrilling quest through fantastical fairytale landscapes teeming with danger. Prince Selius suffers from intensely dark dreams and, due to his magical talents, monstrous nightmares are able to slip into reality and wreak havoc on the waking world. Amadeus, Pontius, and Zoya must find the afflicted prince and resolve the desperate situation before the world is engulfed by the Nightmare Prince's shadows. Trine 4 reaches new heights in the series, bringing the most complete gameplay experience ever to fans and new players alike! Key Features Gorgeous, 2.5D landscapes. Explore uniquely designed levels in beautiful, 2.5 dimensions, from breathtaking ruins and haunted tombs to tranquil birch groves and blueberry forests. Local and online multiplayer. Play with up to 4 players online or in local co-op. Captivating storytelling. Follow the story of a haunted prince as you journey through magical fairytale landscapes inhabited by friendly creatures, as well as a host of nightmarish foes. Dynamic puzzle-solving. Solve puzzles - solo or with friends - that feature fire, air, light, magnets, electricity and more, with challenges tailored to the number of players. Abundant skill trees. Unlock diverse abilities and amazing new skills. Completely revamped combat system. Experience the heroes' own bloodcurdling nightmares in boss fights featuring an enriched combat system with fresh challenges and thrilling action! Enchanting soundtrack. Enjoy a wondrous soundtrack with songs that bring life to each new environment. https://store.steampowered.com/app/690640/Trine_4_The_Nightmare_Prince/ ",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 10,Processor:,Intel i7-4770 or AMD FX-8350,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce GTX 960 or AMD Radeon R9 280,DirectX:,Version 11,Storage:,16 GB available space","Recommended:,Requires a 64-bit processor and operating system",,
https://store.steampowered.com/app/689980/Car_Trader_Simulator/,app,Car Trader Simulator,"Car Trader Simulator lets you live the life of a car dealer – wheeling and dealing in used automobiles. Build a car trading business from scratch and expand into a fledging empire. Find the best deals, win auctions, advertise and sell your cars. But most importantly - take care of your reputation!",,,17-Jun-19,Live Motion Games,"Live Motion Games,PlayWay S.A.,Live Motion Games,PlayWay S.A.","Simulation,Trading,Singleplayer,Indie,2D,Strategy,Casual,Funny,Relaxing,Economy,Inventory Management,Adventure,Family Friendly,Resource Management,Realistic,Management,Capitalism,Choices Matter,Early Access",Single-player,"English,French,Italian,German,Spanish - Spain,Simplified Chinese,Japanese,Polish,Portuguese - Brazil,Russian",,Simulation," About This Game The first and only true Car Trader Sim is here! Find out what it’s like to be a real life Car Trader – find the best deals on auctions, buy at a good price by bidding to win, search for customers and use your wit and negotiating skills to sell your cars with a profit – keeping your reputation intact. You’re not the only one who has their eye on this great deal of a car. You have to take part in auctions and out bid the competition. But be careful not to over bid and loose money.  Will you buy a broken car, NOT fix it and lie your way to a good sale, risking your reputation? Or will you fix it good and make a smaller profit? You are the Car Trader so you get to decide.  Create and place online ads for your cars. In the ads, you can tell the truth or manipulate facts to generate more interested customers. Always remember about your reputation!  Once your car hungry customer calls, you can tell them whatever you want. Some customers ale smarter than others and will see through your lies. Some won’t. You decide what you tell to who. Your profit and reputation are on the line!",,"Minimum:,OS:,Windows® 7/8/10,Processor:,Core i3 3.1 GHz or AMD Phenom II X3 2.8 GHz,Memory:,4 GB RAM","Recommended:,OS:,Windows® 10,Processor:,Core i5-2300 / AMD Athlon X4 760K or better,Memory:,8 GB RAM",,
https://store.steampowered.com/app/689660/Without_A_Roof_WAR/,app,Without A Roof (W.A.R.),"Hunt, or be hunted - W.A.R. is a game of dark humor and mischievous choices... Blood-lust is rampant and thriving. Discover ways to deceive other players or aid them along their way. Bounty hunters are everywhere and murder can be punishable... How will you survive Without A Roof?",,,"May 31st, 2019",New World Coders,"New World Coders,New World Coders","Early Access,Early Access,Action,Adventure,RPG,Massively Multiplayer,Indie,Simulation,Gore,Violent,Procedural Generation,Surreal,MMORPG,Survival Horror,Action RPG","Multi-player,Online Multi-Player,Local Multi-Player,MMO,Partial Controller Support,Steam is learning about this game 
									",English,,"Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Early Access"," About This Game  WHERE WILL YOU END UP WITHOUT A ROOF? WITHOUT A ROOF IS A GAME OF DARK HUMOR AND MISCHIEVOUS CHOICES... Hunt or be hunted. Blood-lust is rampant on the island. Discover ways to deceive other players or aid them along their way. Bounty hunters are everywhere, murder is punishable, and suicide may be encouraged. There is no honor amongst crackheads. Procedurally generated towns and city layouts Fortification building with upgrades Intense bounty hunting or fugitive lifestyles Player choice and roleplay Variety of equipment, armour, and clothing Player controlled traps and trick variety Individual server save system built in - No ghosting. Private Hives. Large scale, choice driven survival (225km world) BE CREATIVE Murder can be punishable by endless variations of torture death on the island... Attack others with drugs and traps; force addictions on other islanders. Steal resources and paraphernalia; or lend them a friendly hand. YOU MAKE THE CALLS Every realm is different. Rewards are plentiful for bounty hunters abroad... Drones can also assist while hunting down murderers. Everyone has an addiction to something...right? In cities with endless possibilities. Strive to stay clean of substances, or use them at will to reap the short term benefits. FORTIFICATION & PROGRESSION Secure your loot. Stash drugs and cures. Gang up with friends; form a posse. In WAR, building locations and objects are all random. Adding a new level of unknown to every situation and server. What exists in one, may not exist in another. Plans for Early Access City and Environmental Graphical Improvements Expansions to major cities / small towns World AI Advanced Drones and Tools Trader AI Back Bones Additional Equipment Additional Clothing Additional Weapons Optimizations for all PCs Server Modding / Server Host Tools W.A.R. will NOT contain micro-transactions, locked crates or pay-to-win items. "," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: General Mature Content  ","Minimum:,OS:,Windows 7 SP1 (64bit),Processor:,i3 Quad Core 2.4GHz or better,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce GTX 960 / AMD R9 Series (Any 2+ GB VRAM),DirectX:,Version 10,Storage:,15 GB available space,Additional Notes:,Requirements always subject to change*","Recommended:,OS:,Windows 7 / 8 / 10 (64bit),Processor:,Intel Core i5-4460 or AMD FX 8300 or better,Memory:,12 GB RAM,Graphics:,NVIDIA GeForce GTX 980 / AMD Radeon RX480 with (4+ GB VRAM),DirectX:,Version 11,Storage:,15 GB available space,Additional Notes:,Requirements always subject to change*",,
https://store.steampowered.com/app/688660/Her_Majestys_Ship/,app,Her Majesty's Ship,"All young naval officers dream of becoming Admiral, but few realise this can't be done without a loyal crew and keeping the vessel under your command afloat!",,,Jul-19,"Every Single Soldier,Wastelands Interactive","Every Single Soldier,Every Single Soldier","Strategy,Naval,Real-Time,Management,Simulation,Multiplayer,Cartoony,Indie,Singleplayer,RTS,Abstract,Survival,Rogue-like,Casual,War,3D","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Steam is learning about this game 
									",English,,Strategy," About This Game  RISE THROUGH THE RANKS TO FLEET ADMIRAL Start your career as a Captain on a 3rd rate Ship of the Line, then work your way up to become the next Admiral of the Fleet. The primary objective of the game is to be promoted to Admiral of the Fleet, without having any mutiny nor losing the vessel. The player will receive tasks from the admiralty which will need to be executed in order to get the desired promotion. LOOK AFTER YOUR CREW AND PREVENT A MUTINY AT ALL COSTS The Navy doesn't take lightly to having a crew mutiny onboard one of their vessels, its a career limiting move. Along the way, the player will be challenged with various tasks and tempted with targets of opportunity, whilst keeping the crew happy and not ending with a mutiny. OUT-THINK AND OUTPLAY YOUR OPPONENTS Multiplayer and Co-Op games will pit you against the AI and other human opponents. The player can command a British, Spanish, French or Portuguese Man-o-War, ruling the waves and clearing it of the enemy and pirates.",,,,,
https://store.steampowered.com/app/798230/Aima_Wars_Steampunk__Orcs/,app,Aima Wars: Steampunk & Orcs,"Imagine a world of airships, technology and steam. Where aesthetic ennoblement meets a cruel thirst for dominance. Aima Wars: Steampunk & Orcs immerses you into a stunning world of fierce sky battles for scarce resources. Aima Wars is all.",,,2019,DiP Online,"DiP Online,DiP Online","Massively Multiplayer,Indie","MMO,In-App Purchases,Steam is learning about this game 
									","English,Russian",,"Indie,Massively Multiplayer"," About This Game Aima Wars: Steampunk & Orcs is a Sandbox Action MMORPG. It’s a game, which is deep in its concept, diverse in implementation and has a very promising potential. You are welcomed to join the world of balloonists, explorers and adventurers. Decide whether you want to create a great commander of the Empire of People or a fierce leader of the Union of Orcs. Be at the helm of well-armed ships and aircrafts and enjoy traveling across wide skies and pierce through dense clouds. If you are vigilant and spotted your enemy at a distance, go ahead and use your planes to destroy his ships from out of hail. Missile salvo or fired torpedo can be a weighty argument in any dispute.  Improve Your character's skills, unlock achievements. Assemble a guild of like-minded people and conquer the world.  Take the first lines of the world rankings in any of the categories. Be the best, achieve what you deserve.  The world of Aima Wars: Steampunk & Orcs world is diverse and versatile. Complex and uneven terrain allow caravans to travel descreately, and clouds will conceal scout ships and warships.  Random loot hunt can turn into a full-fledged combat clash. The resources gathered provide you with infinite possibilities to improve your settlement.  Fight for control over the Bastions of the central islands. Provide yourself and your guild for rare resources used in production of the best ammunition, weapons, and armor. Participate in the global event of War, capture enemies’ territories.  Be careful! Enemies’ ships are not the only dangers awaiting for you on the vastness of the Aima Wars: Steampunk & Orcs. Fire-breathing dragons are lurking around, expecting for you. During migration they are particularly fierceful and dangerous. Remember - the one who controls the black gold of this world - Aima, controls the whole world!",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Win7 (64-bit), 8, 10,Processor:,Intel Core 2 Duo 2.5 GHz or AMD AthlonTM 64 X2 5600+ 2.8 GHz,Memory:,4 GB RAM,Graphics:,GeForce х60 or best; ATI HD4870 or best; 1Gb videoRAM,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,3 GB available space,Sound Card:,DirectX11 compatible sound card,Additional Notes:,Joystick","Recommended:,Requires a 64-bit processor and operating system,OS:,Win7 (64-bit), 8, 10,Processor:,Intel Core i5 3.3 GHz or AMD FX-8320 3.5 GHz,Memory:,8 GB RAM,Graphics:,GeForce GTX 960 or best; AMD Radeon R9 380 or best; 2Gb videoRam,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,3 GB available space,Sound Card:,DirectX11 compatible sound card,Additional Notes:,Joystick",,
https://store.steampowered.com/app/796530/PROXIMA_ROYALE/,app,PROXIMA ROYALE,PROXIMA ROYALE is a competitive Sci-Fi Multiplayer Shooter set on the exoplanet Proxima Centauri b. Experience strategic and action-packed multiplayer battles and the exploration of massive open worlds.,,,coming soon,Vulkan Society,"Vulkan Society,Vulkan Society","Early Access,Multiplayer,Action,FPS,Battle Royale,Massively Multiplayer,PvP,Sci-fi,Early Access,Indie","Multi-player,Online Multi-Player,Steam is learning about this game 
									","English,German,Russian,Ukrainian",,"Action,Indie,Massively Multiplayer,Early Access", About This Game PROXIMA ROYALE is a competitive Sci-Fi Multiplayer Shooter set on the exoplanet Proxima Centauri b. Experience strategic and action-packed multiplayer battles and the exploration of massive open worlds.,,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7, 8, 8.1, 10 (64-bit only),Processor:,Intel Core i3-4340 / AMD FX-6300,Memory:,6 GB RAM,Graphics:,nVidia GeForce GTX 660 / AMD Radeon HD 7850,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,16 GB available space","Recommended:,Requires a 64-bit processor and operating system,OS:,Windows 7, 8, 8.1, 10 (64-bit only),Processor:,Intel i5 Quad-Core / AMD FX-8350 (or higher),Memory:,8 GB RAM,Graphics:,nVidia GeForce GTX 770 / AMD RX 560 (or higher),DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,16 GB available space",,
https://store.steampowered.com/app/795420/The_Darkside_Detective__Season_2/,app,The Darkside Detective : Season 2,"Season 2 of the award-winning, fan-favourite, toast-buttering supernatural comedy point-and-click adventure game.",,,Q1 2020,Spooky Doorway,"Spooky Doorway,Spooky Doorway","Casual,Indie,Adventure,Detective,Point & Click,Pixel Graphics","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam is learning about this game 
									",English,,"Adventure,Casual,Indie"," About This Game The Darkside Detective is a micro-adventure game, consisting of a series of humorous bite-size investigations into the occult and extraordinary. Season 2 picks up from the cliffhanger ending of Season 1 and brings our heroes, Detective McQueen and his sidekick Dooley, through six new investigations into the paranormal and downright bizarre. Join them as they venture to a creepy carnival, explore more of the Darkside and even unwind on a trip to sunny old Ireland... Season 2 will be bigger, better and 100% slimier than before and will be oozing onto Pc, Mac and Linux in Q1 2020",,"Minimum:,OS:,Windows XP,Processor:,Pentium 4,Memory:,2 GB RAM,Graphics:,Intel HD Chipset 3000,DirectX:,Version 10,Storage:,1 GB available space,Minimum:,OS:,Mac OS X 10.7+,Processor:,Intel® Core™ Duo 1.83GHz,Memory:,2 GB RAM,Storage:,1 GB available space,Sound Card:,Intel HD Chipset 3000,Minimum:,OS:,Ubuntu 12.04 LTS,Processor:,Pentium 4,Memory:,2 GB RAM,Graphics:,Intel HD Chipset 3000,Storage:,1 GB available space","Recommended:,OS:,Windows 10,Processor:,Pentium 4,Memory:,4 GB RAM,Graphics:,Dedicated GPU,DirectX:,Version 10,Storage:,1 GB available space,Recommended:,OS:,Mac OS X Yosemite,Processor:,Intel® Core™ Duo 1.83GHz,Memory:,4 GB RAM,Graphics:,Dedicated GPU,Storage:,1 GB available space,Recommended:,OS:,Ubuntu 12.04 LTS,Processor:,Pentium 4,Memory:,4 GB RAM,Graphics:,Dedicated GPU,Storage:,1 GB available space",,
https://store.steampowered.com/app/795330/Robotpencil_Presents_Character_Design__Realistic_Believable/,app,Robotpencil Presents: Character Design - Realistic Believable,This tutorial teaches you how to paint realistically.,,,"Jan 30, 2018",,,Tutorial,,English,,, About This Series This tutorial is about how to paint realistically. We will go through the paintings and figure out how and what makes things believable. This contains 45+ minutes of video and PSD file.,,"Minimum:,OS:,Windows 7,Processor:,Intel Core 2 or AMD equivalent,Memory:,1 GB RAM,Network:,Broadband Internet connection,Storage:,200 MB available space,Additional Notes:,Network Bandwidth of 5Mbps for 540p, 3Mbps for 360p.,Minimum:,OS:,Mac OSX 10.7,Processor:,Intel Core 2 or AMD equivalent,Memory:,1 GB RAM,Network:,Broadband Internet connection,Storage:,200 MB available space,Additional Notes:,Network Bandwidth of 5Mbps for 540p, 3Mbps for 360p.,Minimum:,OS:,Linux Ubuntu 12.04 or later, SteamOS 2.20 or later,Processor:,Intel Core 2 or AMD equivalent,Memory:,1 GB RAM,Network:,Broadband Internet connection,Storage:,200 MB available space,Additional Notes:,Network Bandwidth of 5Mbps for 540p, 3Mbps for 360p.","Recommended:,OS:,Windows 10,Processor:,Intel Core I3+ or AMD equivalent recommended for HD 1080p playback,Memory:,2 GB RAM,Network:,Broadband Internet connection,Storage:,500 MB available space,Additional Notes:,Network Bandwidth of 12Mbps for 1080p or 8Mbps for 720p.,Recommended:,OS:,Mac OSX 10.10+,Processor:,Intel Core I3+ or AMD equivalent recommended for HD 1080p playback,Memory:,2 GB RAM,Network:,Broadband Internet connection,Storage:,500 MB available space,Additional Notes:,Network Bandwidth of 12Mbps for 1080p or 8Mbps for 720p.,Recommended:,OS:,Linux Ubuntu 12.04 or later, SteamOS 2.20 or later,Processor:,Intel Core I3+ or AMD equivalent recommended for HD 1080p playback,Memory:,2 GB RAM,Network:,Broadband Internet connection,Storage:,500 MB available space,Additional Notes:,Network Bandwidth of 12Mbps for 1080p or 8Mbps for 720p.",$3.99,
https://store.steampowered.com/app/794960/The_Sojourn/,app,The Sojourn,"A tale of light, darkness, and the nature of reality. Traverse a thought-provoking puzzle game and its immersive colour-drenched world of light and shadow.",,,2020,Shifting Tides,"Iceberg Interactive,Iceberg Interactive","Indie,Puzzle,Adventure,Atmospheric,First-Person,Singleplayer,Great Soundtrack,Story Rich,Mystery",Single-player,"English,French,Italian,German,Spanish - Spain,Portuguese - Brazil,Russian,Simplified Chinese",,"Adventure,Indie"," About This Game  A tale of light, darkness, and the nature of reality Traverse a thought-provoking puzzle game and its immersive colour-drenched world of light and shadow. In The Sojourn you arrive in a mysterious land, where lights guide you forward. It’s not long until the world reveals itself to be full of challenges. Now, you must overcome these intricate and ever more demanding obstacles to uncover the nature of reality. Key Features Dozens-upon-dozens of challenging puzzles Delve into four beautifully crafted chapters, each with their own distinct style and atmosphere Banish the darkness in order to reveal the obstacles The Sojourn has prepared for you Unravel a captivating tale of light, darkness, and the nature of reality ",,"Minimum:,OS:,Windows 7 SP1 64-bit,Processor:,Quad-core Intel or AMD processor, 2.5 GHz,Memory:,4 GB RAM,Graphics:,NVIDIA GeForce GTX 470 or AMD Radeon 6870 HD series card,DirectX:,Version 11,Storage:,5 GB available space","Recommended:,OS:,Windows 10 64-bit,Processor:,Quad-core Intel or AMD processor, 2.5 GHz or faster,Memory:,8 GB RAM,Graphics:,NVIDIA GeForce GTX 780 or AMD R9 290X series card or higher,DirectX:,Version 11,Storage:,5 GB available space",,
