,title,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played,timestamp_dev_responded,developer_response
12,Sands of Salzaar,77075578,english,"It looks interesting and it seems like the Devs are updating it alot so it might become something good but currently its meh at best

Combat is weird
no idea what to really do
gets attacked by a small Bandit group 10-15min into the game 
bandit group has 30 people with Kavalry and Crossbowmen vs a Dude with some Wolves . . . . 
then restart 
next try
sentinel with 8 Crossbowmen, buy 5 recruits 
wanders around 
goes to a Tent, ""if you fight here bla bla bla you get some Wood"" 
sounds fun 
goes into battle 
3 Boar Warrior guys which are basicly 3 fat dudes that have SKin out of Stone since my crossbow men did nothing
almost 1 shots me on Easy 
then i tried to stay a bit back and see how my men are performing in battle . . . . 

Lets just say that running in a circle while neither reloading or attacking is not very good 
maybe the thought that cuz the enemys where so fat that they would get a heart attack or something 

not sure.",1601901685,1601901685,FALSE,0,1,0,0,TRUE,FALSE,TRUE,7.65612E+16,358,72,72,72,72,1601901332,,
13,Sands of Salzaar,77067619,english,Crashed 3 times in around 45 mins of gameplay. Shame looks fun.,1601886906,1601886906,FALSE,0,0,0.434020251,0,TRUE,FALSE,TRUE,7.65612E+16,97,21,48,48,48,1601861840,,
14,Sands of Salzaar,77066685,english,"i love the game, the power of you can do anyting, you make you history your legacy the simple way to you have a idea about this game is very insparing in mount and blade games but like  arpg and a littel like a rts. i only hope u can make the skill trees more unique for each class and make tutorials about the game because newcomeres can fell a littel lost about early part of the game.",1601884907,1601884907,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,21,1,930,930,764,1601922032,,
15,Sands of Salzaar,77061121,english,SOLID GAME,1601872695,1601872695,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,199,25,536,536,468,1601876881,,
16,Sands of Salzaar,77053267,english,Great game,1601857505,1601857505,TRUE,0,0,0.475334018,0,TRUE,FALSE,TRUE,7.65612E+16,17,3,1028,1028,858,1601867687,,
17,Sands of Salzaar,77050973,english,"I recommend this game a lot. There is an extreme amount of depth, even more so than Mount & Blade. I have 10+ hours into the game as it is, and I've barely scratched the surface of the open world aspect. There's an extensive modding community that is forming, being as though the English adaptation has only recently released. This is one of the first games that I've enjoyed this much in a long while, they don't make sandboxes like this anymore.",1601853133,1601853133,TRUE,1,0,0.501836538,0,TRUE,FALSE,TRUE,7.65612E+16,39,4,683,683,683,1601842751,,
18,Sands of Salzaar,77050661,english,Really fun.  If you like Bannerlord 2 you'll like this.,1601852549,1601852549,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,142,5,2001,1981,2001,1601502225,,
19,Sands of Salzaar,77047392,english,"It's a meh recommendation. Not bad at all. Frustrating at times. Especially with trying to find ""close by"" or ""near to"" quests which half the time I waste time trying to find and can't.
Even so it is fleshed out enough and it has some decent mechanics. For those who say it's like Mount and Blade, have you played that game. Man. 
Anyway a weak recommendation from me simply because of the price. If it were anymore than the original price I would refund.",1601846923,1601846923,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,107,15,239,239,239,1601833739,,
20,Sands of Salzaar,77047342,english,simple and fun,1601846825,1601846825,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,223,2,660,660,297,1602095045,,
21,Sands of Salzaar,77046303,english,"Idk I can see why people would like this but at this time I'm still very skeptical. 

The map is rather confusing in terms of being overloaded with icons and unable to zoom in.

I also hate how there will  be highlighted terms in speech but you can't click on them to see where they are on the map or even just be able to click to plot a path towards them.",1601845177,1601845177,FALSE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,490,177,90,90,90,1601841012,,
22,Sands of Salzaar,77037960,english,this new mount & blade is very nice,1601833715,1601833715,TRUE,0,0,0.475334018,0,TRUE,FALSE,TRUE,7.65612E+16,260,22,1460,1460,1384,1602082421,,
23,Sands of Salzaar,77036498,english,didnt expect to enjoy it so much. For early access its a nice time dumb,1601831925,1601831925,TRUE,0,1,0.475334018,0,TRUE,FALSE,TRUE,7.65612E+16,162,8,1474,1474,1444,1601834042,,
24,Sands of Salzaar,77033197,english,最TM脑残的是战斗没有快捷栏放丹药 回血都不可以？必须要打开背包，而我打开背包时候我不能动？？只能挨打？然后这是告诉我打开背包吃完药的几秒完全只能挨打？弱智不,1601827849,1601827849,FALSE,0,1,0,0,TRUE,FALSE,TRUE,7.65612E+16,57,8,844,844,658,1601841687,,
25,Sands of Salzaar,77032343,english,"I have played this game that cost me a fraction of what my usual games are, and i found it more entertaining than super expensive games. Some things still need to be worked on. One suggestion would be a more user friendly interface for building creation and a few minor touches. But the game itself is good, the varied classes are great. I don't really know why there is a level cap but i can't wait to see how the mods and everything else that comes out plays into the game. I would recommend people to try it out, don't play to win the first go around get used to the game and the mechanics and have fun killing everything with hordes of peasants.
Good job on the game.",1601826792,1601826792,TRUE,1,0,0.501836538,0,TRUE,FALSE,TRUE,7.65612E+16,145,2,1878,1878,1687,1602026910,,
26,Sands of Salzaar,77020348,english,"An easy recommend for the bargain bin price: 8/10. Plenty of content even in early access, surpassing many triple AAAAYYYY games out there. Very high replayability with a wide array of skillsets to choose from during character creation to tweak your own unique build. That being said, there're a couple of things I've got issues with:

1) The combat is janky & unwieldy. Biggest problem is the pace, you have time to issue ONE order (attack/defend/follow) to whatever army group (melee/ranged/cav) you have before the enemy is on you (usually under 3sec, less if they have cav) & everything devolves into a messy brawl: melee & cav bump & slide around each other while ranged troops run around like headless chickens. You simply don't have the time to use proper troop tactics in combat, you're much better off using those precious few seconds to fire off your hero skills before you get swarmed again. Simply allowing the player to pause or slow down combat to issue orders will make things SOOOO much better.

2) But the single most annoying thing about this game: ITEM DURABILITY. Everything other than your mount & trade goods break, even your trinkets. They break even if you don't take any damage, simply engaging in combat will suffice. Worse still, you can't just head to the nearest town & click repair items to handle it for a price. Oh no, you're got to buy tools from a small handful of towns that sell them and then repair your items individually. An unnecessary & frustrating waste of time. I really hope that an option to disable this 'mechanic' is included before full release and if not, I wish only bad things on the person(s) who decided to implement this crap into an otherwise outstanding NON-SURVIVAL game.",1601811315,1601811315,TRUE,4,0,0.561859608,0,TRUE,FALSE,TRUE,7.65612E+16,95,1,3778,3778,2131,1602096504,,
27,Sands of Salzaar,77004969,english,An isometric Mount and Blade...what more can you ask for?,1601785396,1601785396,TRUE,2,0,0.525475621,0,TRUE,FALSE,TRUE,7.65612E+16,172,24,2196,2196,1936,1601942776,,
28,Sands of Salzaar,76998971,english,"A strong representation of classical Chinese MMO genre conventions,  tied together with a living world factions sort of game. It is a game with a lot of busy work, and a ton of assorted details, but lacks strong vision for gameplay, balance, and systems that make a great deal of sense.

As the game goes on, it will become increasingly large amounts spent on diminishingly important or difficult tasks, as you trivialize most of the game and most of the rewards stay relatively low, or have a low chance of giving you what you want. 

If you want a game to just kill some time for you, you could do far worse, but I just am not sold on it as an actual experience.",1601774688,1601774688,FALSE,5,0,0.543942094,2,TRUE,FALSE,TRUE,7.65612E+16,97,4,1125,1125,1071,1601777940,,
29,Sands of Salzaar,76901033,english,"Thumbs-up review waiting for a few fixes.

The game has some really fun elements, but I'm not sure I'd advise anyone to play it until some problems are fixed.  I understand this is a small dev team, so I apologize for harshness in my earlier reviews.  Rewritten to be less grumpy.

-- THINGS THAT NEED TO BE FIXED BADLY: --

QUICKSAVE SAVES IN SAME SLOT AS AUTOSAVE: It is basic game UI convention these days for quicksave and autosave to not occupy the same slot, because it is intensely frustrating and disappointing for a player to find the game autosaved an undesired game over his quicksave.  The ability to do regular saves is not enough.
Recommendation: Eliminate autosave, or make sure they save in different slots.  I'd rather have no autosave than a bad autosave.

PROCEDURAL QUEST DEADLINES: I hate them.  They spoil the game because you now have to rush around having to skip stuff.  The only solution is to either (1) avoid procedural quests, because they're such a headache half the time, or (2) save/reload until it assigns a doable quest, which is time-consuming and tedious.  I mean, some of them don't even tell you the destination until you've accepted them already.  Annoying, stressful and not fun at all. 
Recommendation: Eliminate or greatly extend them.

UI AND TEXTBOX PACING: The textboxes are too slow and the animations are very insistent.  I find myself clicking over and over in frustration and irritation.  Especially with often-repeated text, it's like a time-wasting load screen put there for no good reason.  The characters being ""typed"" in slowly, and then speeding up a bit if you click, still takes several tedious seconds holding the player up.  And the text scroll playing an animation when opened, closed and page-flipped also adds time waste on top of that.
Recommendation: When a player wants to skip, a player wants to skip.  Make it so text interactions/conversations can be skippable in a matter of 1-2 seconds, not 8-20 seconds.
Speeding it up 50% or whatever is not enough.

FIGHTS START UNPAUSED: In most cases, this is not a problem, but what happens when you're face-to-face with a boss who can 3-shot you?  As soon as the loading screen disappears and the fight has started, the boss has already launched that attack at you, and you have no time to react.  This is frustrating and feels like a cheap shot, particularly since some bosses are extraordinarily difficult already.
Recommendation: increase the distance in difficult fights and/or have the player unpause the fight when it's finished loading.

PUNITIVE/ARTIFICIAL DIFFICULTY: With some fights, the difficulty feels more like a crazy bullet-hell game, and it feels unfair, despite being maxed out with good gear.  Twitch-reflex players might like it, but tone it down for the rest of us.
- The Sol Warrior fight is too much.  Too many rapid, long-range attacks that affect 
 larger area than the AoE warning arc graphic indicates (if it shows a 90 degree arc, it's hitting 110 degrees, and it's almost impossible to roll out of if he centers it on you).  That 110-degree arc attack is only avoidable if you're lucky, and it inflicts a 7-8-second knockup/knockdown/stun status, during which the boss chains other attacks on you.  And he hits hard enough to 3- or 4-shot you.  The fight is a long fight, and I really hate that if he catches you on this attack once and chains you, there goes 75% of your health.  Feels like a cheap shot.  When I finally beat him, I did not feel a sense of accomplishment.  I felt a sense of frustration that the game had wasted so much time making me fight it over and over again hoping for a lucky break.
- The Pahoehoe Lava Void dungeon boss is ridiculous -- depending on what attack he opens up with immediately after the load screen is over, he one shots my entire team with a wave fire attack.  Again, maxed out, good gear (including orange gear from other bosses).  Not much room to maneauver, massive AoE attacks that do high damage, and companions die within seconds even if he doesn't do the immediate one-shot.
Recommendation: Tone these down!  Feels like you're going for Darksouls difficulty here, but half the difficulty is artificial and unfair, and action-strategy players probably don't want to spend 2 hours trying to beat one boss -- we want to move on.

-- THINGS THAT SHOULD PROBABLY BE FIXED: --

BACKGROUND MUSIC IN BATTLES: I actually quite like most of it, but that occasional deathmetal for combat is wtf.  I'm sure some people like it, but it is out of character with the rest of the music, and a lot of players don't like it.  It's a shame as is, because I liked the other tracks enough that I didn't immediately turn them off (which I almost always do with games)!
Recommendation: Different battle music.  Perhaps make individual music tracks blockable via checkbox.  

IN-GAME FEEDBACK FUNCTION DOESN'T WORK: In-game feedback option on the menu is broken.  Tried to use it twice and gave up because, each time, it gives me an error that it failed to send because of network errors.  I have zero network problems right now; everything else works.",1601626815,1601772508,FALSE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,778,47,1747,1747,1678,1601802940,,
30,Sands of Salzaar,76991974,english,"The controls are terrible, the melee classes are unplayable, the AI needs some serious improvements, and the game itself looks like a browser based flash game from the early 2010s. If you don't mind these flaws, this is a fun little game and worth the price, but don't expect another Mount & Blade.",1601762468,1601766456,TRUE,1,0,0.501836538,0,TRUE,FALSE,TRUE,7.65612E+16,4,3,3203,3203,426,1602103018,,
31,Sands of Salzaar,76992248,english,"I'm not the biggest fan of the combat AI, as you end up with the fight breaking down very quickly and then you have to hunt down the few survivors of the enemy.  it makes combat last a bit longer.

Other than that, this is a fun game.  I'm enjoying the exploration and discovery.",1601762940,1601762940,TRUE,1,0,0.501836538,0,TRUE,FALSE,TRUE,7.65612E+16,197,22,353,353,353,1601735272,,
32,Sands of Salzaar,76987432,english,"i want to like this game.. but the learning curve seems crazy steep and i just have no idea what is going on. Could be fun, seems like work.",1601755931,1601755931,FALSE,0,0,0.452961653,0,TRUE,FALSE,TRUE,7.65612E+16,304,13,99,99,30,1601758784,,
33,Sands of Salzaar,76987308,english,One of those games that you didn't know you needed until you played it. Wonderful job for any game much less an indie one.,1601755750,1601755750,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,182,25,1730,1730,376,1602064564,,
34,Sands of Salzaar,76985986,english,"Such an interesting little game! Reminds me a lot of Mount and Blade, but with a combat system that reminds me a lot of MOBAs, with an emphasis on using skills with cooldown timers. The translation could use a little polishing, but the core game is solid and fun.",1601754072,1601754072,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,328,5,711,711,623,1601829249,,
35,Sands of Salzaar,76976324,english,"ARPG elements meet with mount and blade, It's a good game to waste hours on i highly recommend this game.",1601741704,1601741704,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,418,124,558,558,521,1601842344,,
36,Sands of Salzaar,76973856,english,"Great game, still in public access, but will be a gem on full release!",1601738705,1601738705,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,32,2,2114,2114,236,1602025579,,
37,Sands of Salzaar,76973710,english,"No comment, just buy it and play the game 

Ur Welcome",1601738518,1601738518,TRUE,1,0,0.519999981,0,TRUE,FALSE,TRUE,7.65612E+16,16,1,3093,3093,3093,1601635318,,
38,Sands of Salzaar,76959924,english,"This is a really good game for its price, my only complain about this game is fighting ranged characters. 

When you approach a ranged enemy as a melee fighter they just run away and split all over the freaking huge map. When you finally caught one and hit him once. He just run away again... so annoying. 

And no, choosing a ranged character yourself doesn't help at all. Your projectiles have a travel time, its not point an click and target locked. Which makes your projectiles really hard to hit an running enemy.

Build a bigger army to deal with it? Nope! doesn't work! Your army just chase them, and they just run and run and run. 

Maybe this is better to deal with in the later stages of the game when you get more abilities. I havn't be there yet. 

Regardless of this complain I still think it's pretty recommendable game. There are a lot of stuff to do and a lot of unique soldiers and controllable characters to choose from. They all got their unique abilities and when they reach a certain level you can promote them to a higher tier class.",1601720004,1601720004,TRUE,1,0,0.518518567,0,TRUE,FALSE,TRUE,7.65612E+16,130,5,283,283,125,1601972332,,
39,Sands of Salzaar,76957747,english,"""Chinese Mount and Blade"" is the best word to describe this game. The English is good but could be better, some boss names are left untranslated and sometime female characters are referred in masculine pronoun. I love the Persian-Arabic setting mixed with Chinese aesthetic, it is lovely. 9/10 very damn good but need polish here and there.",1601716566,1601716566,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,147,33,925,925,397,1601986508,,
40,Sands of Salzaar,76956883,english,"A great game so far, it has a lot in combat with Mount and Blade or Kenshi but has ARPG Diablo style combat. Despite the at-times awkward translation, the story and side quests are interesting. The soundtrack is fun.",1601715216,1601715216,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,211,10,603,603,441,1601941792,,
41,Sands of Salzaar,76950719,english,"It's like mount & blade, but arpg. If you like Mount and Blade, you will like this a lot :D",1601704603,1601704603,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,744,45,1062,1062,742,1602043128,,
42,Sands of Salzaar,76946778,english,Better than Bannerlord.,1601697281,1601697281,TRUE,1,1,0,0,TRUE,FALSE,TRUE,7.65612E+16,206,4,188,188,159,1601885177,,
43,Sands of Salzaar,76946481,english,"2D graphics, fairly small worldmap, Mount and Blade style overworld map -> small map small army battles, with ability to capture settlements. Main difference compared to M&B is that it's more ARPG-like with the PC being a powerful warrior or sorcerer who is worth many normal soldiers, and settlement management is more rudimentary. Only a few characters have unique storylines currently. Overall pretty fun.",1601696709,1601696709,TRUE,1,0,0.523809552,0,TRUE,FALSE,TRUE,7.65612E+16,417,6,286,286,214,1601757843,,
44,Sands of Salzaar,76944347,english,"This game is an exceptional value for the price. Character building, squad building, diplomacy, combat, exploration, even romance. Its is absolutely worth trying. I'm excited to see what the future holds.",1601693054,1601693054,TRUE,1,0,0.518518567,0,TRUE,FALSE,TRUE,7.65612E+16,133,2,1291,1291,1291,1601619505,,
45,Sands of Salzaar,76943171,english,Mix of mount and blade and a little bit of Kenshi,1601690935,1601690935,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,257,11,985,985,527,1601787271,,
46,Sands of Salzaar,76943035,english,"Dear, 
This absolutely my next favourite game. Still there are things to improve to make it better.
1. AI is surely needed a lot of improvement, especially in combat as well as map movement. Example: some factions should be scared away if they are fear. In combat, the enemy keep running to the edge of the map.
2. The conversation, dialog, etc, there should be real voice instead of thousand of word. helping me follow the storyline.
3. Map tracking is difficult. I could not view some location name.
4. if able, item upgrade and animation effect for them is great. as well followers item.
........ many more my friends, but you bring me good game. 
Thanks",1601690702,1601690702,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,157,2,964,964,298,1602008547,,
47,Sands of Salzaar,76938725,english,"Cool game, as people said its a cross between mount and blade and a little of heroes of might and magic.",1601682958,1601682958,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,251,13,3061,3061,3061,1601682719,,
48,Sands of Salzaar,76929091,english,"I am not describing the game, I enjoyed it >:(",1601667989,1601667989,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,66,2,358,358,328,1601676346,,
49,Sands of Salzaar,76923610,english,"Crazy good game this give complete control over the players wants in an Rpg. there is some Rts features here too but those could use some work but it is good. this game has the Bannorlord feel to it, however like i said previously that do not feel so complete at the moment but its still fun unlike; bannorlord does not have constant crashing a major plus for this game because it is a stable game that keeps the fun going. There is an amazing skill build system given if the player do it right.. it... feels.... soOOOOO!! Rewarding!.... The more you play this game the more you unlock giving more options for building your own class of fighter-mage-assasin-etc the list goes on and on. All in all this game has what most game does not have and that is fun over the top playable experience.

Visually a game does not have to be as good as most companies are trying to make them litterally.... this game lacks Bannorlords stunning visuals however, destroys it in game play as far as i played. There is no bugs or issues I ran into that was glaring... so people if you want a fun game that keep all the good game play value in it, this game is for you. 5/5 also the price.......people get it now while its 8.99  but still even if sale price was full all you would pay for this game is about 16.49 maybe if we include taxes just a rough estimate..",1601660726,1601661590,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,87,3,5292,5292,3593,1602006619,,
50,Sands of Salzaar,76921327,english,"it's 2.5D Mount & blade with exotic fantasy and faster combat pace.
Sadly the unskipable lengthy dialogue killed the game for me. 
Thumbing this down until they add skip button for dialogue.",1601657937,1601657937,FALSE,2,0,0.473990291,0,TRUE,FALSE,TRUE,7.65612E+16,157,43,2121,2121,2121,1601632495,,
51,Sands of Salzaar,76918018,english,"This is a great game, and if the devs keep building on it, it will become incredible, but it gives you virtually no help/guidance, so I've decided to share some of the key things I've learned since starting the game last week. Hopefully these tips can prove useful to new players:

1) The start is going to be ROUGH. You're going to want to explore and get drawn off into the vast world on offer, but you'll find yourself out of your depth and failing quests pretty quickly if you're not careful. Stick with your main character quests and the Redstone keep area whilst you level up, otherwise you'll end up with a dead squad and lost reputation with factions. Don't worry, once you level up, you'll feel more powerful and it's a pretty decent power curve depending on your character class.
2) Don't be afraid to take on basic units for 150Utar - they will grow with you and can be levelled up into very powerful units. 
3) Keep hold of anything you receive as a 'gift' when raiding/questing - they are usually items of interest that you can give to potential party members to win them over. One example is the combat gloves/helmet etc. - you can gift those to a female character in the Eastern Umbra Cliffs with red hair (I forget her name) and she will join you.
4) Don't go seeking out any quest and hoarding quests as many have timers (it will tell you, but only AFTER you accept the quest) - many will be beyond your capabilities for a while, so better to come back later once you're Lvl 15+
5) In Umbra Cliffs you can find Ultimate Forge Hammers easily which will repair any equipment, so if you find yourself with a decent piece of gear with low durability, head down there and stock up.
6) Utar is tight at first, a great way to get more is to ask town Chiefs for quests and sometimes they will give you a quest about a kidnapped noble with a 1,000 Utar reward. They will give you 1,000 Utar (which you can spend if you want and go rogue) which if you then deliver to the Bandits who kidnapped the noble, will net you a 1,000 Utar reward with no fights and minimal work. Easy 1,000 Utar, plus reputation gain. 
7) Another easy early quest to look out for are ones about groups of teenagers that have run away, they will usually be easy to find (one set to the right of town, left of town and below the town). You get an easy fight for XP, then nice XP, Utar and reputation gain upon completion which is pretty quick.
8) Trading is the best way to boost your Utar - from Redstone buying the pepper is an affordable investment, then head north and you can sell it for a significant profit at the Golden Bazaar or another town near the top of the map. Similarly, taking something from the far South towns up North is easy money too.
9) You can fast travel. Press M to open the map, then right click on a location and select 'Move Here' then press 'T' and it will massively fast forward time so you get there v fast.
10) If you have a dead unit, you can revive them with a White Rose potion - I'd recommend getting early talents in the healing tree which will give you 2 potions every week, so that you can revive units if you find yourself regularly getting into tough fights.
11) Look out for Bandits attacking trade caravans - you can join the fight to assist the caravan for nice XP and loot - they are usually quite easy fights as you get help from the trader's party.
12) Once you're lvl 5+ attacking the Prisons to free captives is a good way to get free new units for your army.
13) If you come across a villager wanting wood in the Umbra Cliffs, don't give them any until you have a HUGE amount as I have almost 1,000 wood with no result.
14) To capture a camp you will see several control points once you attack it - simply go and hold each one until it turns green (Domination style) - if your units aren't doing what they want or you want them to push to take a point, select 'All Units' then 'Attack' to get them moving as sometimes they will just stand there.
15) Don't worry too much about Talent Point allocation as you get a seemingly endless supply regardless of level cap. They are all strong trees and there's no 'best starting tree' as it depends what you'll be focusing on first (trade vs more characters in party vs large army etc.)

There's still a way to go and the combat could certainly be improved with units running endlessly into walls etc. but it's well worth your time and money - plenty of replayability and quest galore. I haven't tried taking over a town for myself yet but will be giving that a go soon too. Enjoy!",1601653834,1601653834,TRUE,1,0,0.527559042,0,TRUE,FALSE,TRUE,7.65612E+16,22,3,1584,1584,932,1602091384,,
52,Sands of Salzaar,76917530,english,good game,1601653243,1601653243,TRUE,0,0,0,0,TRUE,FALSE,TRUE,7.65612E+16,27,4,2368,2368,2368,1601649432,,
53,Sands of Salzaar,76909665,english,"เป็นเกมที่ดีนะคะถ้าใครชอบเล่นพวก Mount and blade แล้วก็พวกเกมแฟลชเก่าๆอย่าง Feudalism จะชอบได้ไม่ยาก แต่ระบบการต่อสู้ กับ AI ตอนนี้อย่าไปคาดหวังอะไรมากกับเกมราคาเท่านี้คงต้องรอให้พัฒนาไปอีกสักพักค่ะ กราฟฟิคไม่ค่อยสวยเท่าไหร่เข้าใจว่าคงกะใ้ห้เป็นสไตล์แบบนั้น Learning curve ค่อนข้างแย่ต้องศึกษาไปประมาณนึงเลยค่ะ(ผู้เขียนรีวิวตอนนี้ก็กำลังพยายามเรียนรู้อยู่) 
",1601642601,1601642601,TRUE,2,1,0.543568492,0,TRUE,FALSE,TRUE,7.65612E+16,482,21,922,922,318,1602080622,,
54,Sands of Salzaar,76908799,english,"This game has like 3 names, and i generally distrust games with asian letters etc...

The game itself is like a Diablo-like and an army manager with a majority of the game feeling like its from a game maker. It has a really weird difficulty curve. Its really difficult to get anywhere at the start of the game.

I might come back to this game later to see how it went as its an interesting idea.",1601641230,1601641230,FALSE,0,1,0.417017698,0,TRUE,FALSE,TRUE,7.65612E+16,781,81,45,45,45,1601640914,,
55,Sands of Salzaar,76905323,english,"This game is very promising and it could be something even more if developers uptade it well and add something new , I will be looking forward for the future uptades.",1601634882,1601634882,TRUE,0,0,0,1,TRUE,FALSE,TRUE,7.65612E+16,144,32,1804,1804,1801,1601671148,,
